col1,col2,col3,col4
26582,8226,14359,21303
690,16797,2241,20491
26037,11416,18217,10374
23095,2849,22667,16538
3837,8095,18680,16747
4567,11405,24094,26874
22752,4232,27943,1885
15214,20395,25489,10638
29611,23705,28027,12157
20481,4096,25088,6174
15801,20843,216,24372
18696,17631,27891,17281
16705,25079,22203,14784
10816,14805,16586,27613
182,15583,28035,5732
6460,10229,4490,20476
2641,23881,20663,24002
5015,9123,24406,27462
7717,3664,1502,22430
16984,21782,19939,14471
21396,7934,552,6869
28475,8390,12205,2859
15665,8757,6585,27519
21401,26392,2805,1408
7746,25203,9855,21152
8058,15069,28750,2069
23741,19849,16607,12765
16176,11747,11746,18537
17691,27047,5168,17478
686,22250,20680,19171
6535,13601,24426,29111
20233,18334,27198,27353
10675,7671,16755,17917
13517,14528,13609,19800
3055,18579,22909,11573
2051,2472,21453,22267
3976,17158,17434,16811
15366,850,20090,23655
27583,5867,22000,16640
21553,13776,7869,17109
26595,3792,5950,18007
5556,24852,19642,25032
17937,17051,26134,29736
4250,22560,10601,7261
24575,8487,12104,8925
12513,16075,6973,25950
21280,1759,14329,28033
29927,17023,15690,22850
20741,14039,150,6499
25271,9428,22366,16883
28946,1780,24572,3059
21442,1124,22023,13418
22877,28907,4198,25396
29579,21674,26603,23754
25644,16101,26695,11863
26312,3229,7070,24286
7984,19752,21957,24969
6653,22656,19806,29632
28611,5601,24030,26484
29527,24300,27841,10510
10074,15589,20859,17130
12857,23288,22196,27207
13220,841,976,4832
9591,11957,26339,24503
21685,16462,18234,26067
20703,13571,9739,25846
1149,6510,26390,7449
4447,16129,26969,3937
20201,4123,11400,3068
14639,928,13607,24146
28338,10197,6937,3712
20587,28781,16526,166
2827,18158,4290,3738
12086,17493,23074,9062
29722,26912,22890,14074
1424,19804,26994,23144
19246,16486,29428,20098
3113,22735,3467,18390
13999,12189,25741,10108
29504,2526,7097,2761
3247,6014,5845,9564
6144,18035,4430,3065
19267,27892,2392,3637
16694,509,14250,4682
27212,14883,19417,2114
13801,25467,10825,14317
20687,16378,21373,29891
8689,10122,15793,14818
8271,24788,24012,17875
4546,29866,21318,17031
10434,717,25324,25080
9235,9045,23933,26767
27268,13343,9710,4819
17486,105,12725,15613
4279,25062,26268,14221
20400,13581,3613,20589
7369,23298,27547,29953
13984,28108,25272,24349
25885,16396,26785,16529
14066,6519,15746,20199
28646,9708,16692,25660
7551,23388,10468,25487
26606,11228,14844,21388
17580,28389,25212,20701
13021,9563,430,8829
7539,20312,27986,23983
12150,6178,22514,27219
238,7009,8076,20554
201,2626,10910,11585
21833,29595,28960,9858
28879,23715,18539,8062
17795,24901,23927,4995
10211,7832,20602,24019
13506,21883,11554,26126
20349,4832,7952,5249
29490,3331,11762,24985
27671,16785,21813,10988
8717,28889,19998,16478
21155,21363,4448,25869
4464,29681,13574,15868
3656,19688,15342,23006
2002,12762,19804,27577
8331,3487,1783,5583
20986,19064,17019,13301
23384,8632,9257,4020
29414,17685,15857,23628
16578,15877,18542,27969
4941,17378,266,23918
3438,22278,11929,16803
18784,11263,29203,4539
23102,10466,18401,6061
14313,11704,13830,27887
49,23560,20385,26886
20034,26644,16810,5571
27601,10554,23616,12670
24955,5590,24678,14371
1880,13728,25975,18858
12260,19500,25536,2856
25303,6357,29509,17537
10463,5279,24867,1893
28956,9714,25023,16524
12649,20491,18362,2859
23312,14471,3897,29173
19494,28618,29664,23674
13325,7225,25052,2953
5456,4870,5529,7218
6310,21144,29082,6207
12329,18987,20190,35
17097,112,7216,17736
27176,21659,12382,7176
5167,14043,25755,19203
3513,25228,27143,14847
21647,7195,21835,10317
4577,13673,3893,18574
11940,10786,18104,20106
1588,2799,11912,234
2721,26625,145,13381
4232,23378,7157,28365
26745,14478,18720,20026
1047,18997,3758,4456
13939,7420,2705,10344
25222,21482,15667,14378
24485,22869,26297,15542
13771,2440,21596,9299
17238,4794,20168,25547
4507,15224,8869,28771
15898,821,2084,17898
5504,24575,17781,9258
29501,22990,11695,17843
27840,12046,22633,28687
1361,3227,12404,27934
20657,12557,26664,7252
24222,4012,19585,13007
14164,26162,17296,26635
15374,2962,15109,3297
16163,905,27274,5779
4847,17452,3658,5366
322,3704,24824,1881
24252,23964,15929,18335
27575,1019,25924,414
20426,1994,24745,25950
10854,28429,21277,27960
23991,3012,29823,20482
14419,19077,8578,7863
7246,4702,16625,25225
3880,4551,22539,24131
4101,4693,17770,3012
11003,28532,15460,8205
27884,3354,6443,19931
26040,19632,19752,12712
8337,7096,22364,8747
24478,19558,23190,17541
20698,24182,2758,25892
3232,20702,5883,22164
2081,4657,26844,21950
28187,10924,21418,19148
20521,27368,24904,15191
19299,2787,19029,12331
15684,1616,5301,20487
18290,25126,5732,21009
23153,3646,2375,21163
19112,6428,21472,26241
3115,15267,2630,2544
1375,9533,10705,27129
10049,21845,24647,11783
5536,5657,6706,2023
22339,17472,18523,19535
4024,8003,29092,22146
19711,10217,9847,8130
12267,4871,285,28869
15189,13023,28359,4143
24907,5456,3100,21874
27348,8559,7308,5994
28350,4193,24005,5026
20460,4064,21419,7868
8891,8647,2918,328
16736,15274,3958,12365
19844,8251,16687,28565
27067,3824,5902,28272
14663,24142,8678,991
11300,4583,26343,10236
15507,15262,2361,2570
23944,13077,12440,6845
10062,1475,17514,25065
20957,3985,21629,19648
15848,6500,28836,4920
28301,18281,25563,26908
11231,4917,1809,12065
24712,26110,22772,2146
26480,9972,29483,5556
16509,3199,27872,15276
12997,22566,11006,6388
5088,13299,10880,21278
14743,26072,6982,7549
11039,576,25443,18061
26060,11954,24493,22611
15759,10753,3401,3331
3987,29034,25254,8746
837,22977,12835,4273
29943,17681,1138,9515
19605,15933,3941,8361
4231,29906,13833,8668
23424,23647,25843,19774
25190,2028,14973,14079
1309,16732,23031,9631
9943,1639,27327,27089
19794,29600,27429,6809
18172,6102,24811,21659
13477,2611,17712,14942
1383,16601,7692,1827
12469,1732,9295,27809
1137,26317,4690,23900
29969,1649,7692,13410
25128,379,15618,28899
23556,18593,13813,29947
12304,12830,919,13385
16307,23727,27465,2214
2902,21659,25002,13070
26307,29094,28553,7676
20309,13648,14105,27602
5852,15192,18516,23008
21898,1495,8812,12642
26452,4073,869,26483
24219,11193,2025,10210
29901,21247,6722,10329
7163,9799,12771,25762
27754,372,7967,4575
3993,21980,20656,13615
25488,18603,24952,19454
23764,15554,16791,4168
27787,1530,4806,1960
10583,26174,29228,25742
9692,6397,11022,6528
25167,28541,15270,11000
6046,6682,12990,4897
20451,5483,5566,16970
3385,21274,23823,15280
8122,5930,27061,23327
20462,252,25600,6638
18786,20016,29700,9228
4450,25498,24849,10051
17904,24610,21138,21481
28336,27661,4889,6577
9746,17651,18619,26428
17118,6397,28953,2584
29367,18613,10897,27543
20206,3660,15697,21695
29114,21660,20253,15156
23809,10140,22861,1450
26732,18450,24165,18848
15878,21678,28810,28890
1889,25650,23389,2677
20609,7882,20942,21666
27578,8013,545,27199
26081,432,9917,29899
26044,260,2666,8856
22433,20781,21473,28433
8079,23917,4938,6682
25734,27489,28259,8768
18114,22776,13282,2539
12869,18845,2140,12893
13719,28679,29756,13820
3945,20527,12875,5953
2001,694,27227,23907
29521,15450,11218,16208
7871,21107,19854,2303
7096,2548,26480,22473
11969,5108,26505,16838
13995,3847,18818,21889
28400,19198,7700,19153
1966,5209,18171,9899
27111,12989,21547,4721
22325,24786,21272,19795
16402,10814,12077,2498
27645,14068,29968,3233
27976,29015,19079,13120
14433,9350,24020,29376
22022,17837,20845,29850
15622,27231,13304,10733
10727,17020,13996,10289
23336,23574,3258,17671
15148,27899,23822,15059
246,29683,1654,12363
909,25820,4054,23148
21733,29230,28777,25228
27705,2620,26528,9721
14391,11523,20574,24635
23749,11554,7649,25599
20475,4849,14655,11816
25780,2586,2617,24173
8264,10362,7240,7376
18887,2936,7064,13027
1444,1028,15672,18128
10979,22246,26259,11570
13493,23842,16674,473
5118,16871,18773,13570
8450,2518,4501,17056
1629,11870,13554,2077
2646,16059,19871,26339
23258,1868,6994,16449
7255,9687,26283,4637
19723,5387,7879,29536
331,26839,26674,17360
17886,15004,27653,22336
13356,25652,24295,14285
2799,23038,27121,19365
21842,10425,26443,23149
5289,25106,14028,4698
25770,13328,9554,17592
5887,29107,23701,28065
7473,19452,9465,19492
23299,26917,6965,23995
26162,27265,5506,7793
13639,1053,24067,25646
4683,28092,13886,15352
20915,2040,2005,3822
7669,18036,7237,25464
20228,6266,14698,16967
8385,9369,10652,5383
13679,27116,1147,2089
7325,12463,15839,6986
27319,11683,5046,17828
9440,22111,13964,14141
12059,7402,15748,8391
22633,9881,1224,2804
27835,8232,975,7593
28629,17816,24021,2024
19869,26841,5973,22833
18700,16447,4445,4036
11991,21817,22596,10804
3834,18501,20388,24238
19544,2951,17454,22676
11038,28054,28057,20154
8279,13293,23317,14513
2335,23096,3223,25923
23728,5350,18680,99
18404,17278,17112,15977
21156,23051,25059,10163
29832,18790,8325,11375
10284,23673,17806,20627
15905,1701,14914,9584
18907,9404,17160,29559
2523,14164,25940,25513
22828,4639,16512,3141
27472,24118,2915,12135
8568,2989,23299,1988
2574,11055,11380,20225
17847,25599,7560,29798
16340,1532,8582,11386
21043,21191,14532,26606
10859,24263,6306,25960
14513,15131,17796,14906
12218,4259,3566,26964
2879,18186,21652,24265
16643,1018,28890,29171
9782,13116,9963,17636
17504,15089,1900,13177
19216,19010,3995,1531
3100,9916,21281,16210
25375,27983,7068,15769
29568,19620,17804,7046
1321,10087,16711,9280
22247,18037,28294,7538
2418,19206,7258,16483
14121,15435,17953,2391
22892,26362,18273,28205
13988,25009,22464,13980
257,10958,13255,12234
3037,26966,14694,10885
14892,24405,22574,14716
20005,26058,29299,13940
10586,11353,8966,27957
18795,20708,19001,4690
24176,23217,27847,8938
27636,17585,10,5253
8105,9835,24758,9193
16988,26230,9525,536
19205,12255,19450,6794
28969,28848,12921,17412
25916,11579,11362,22731
6173,8887,13225,13008
20175,6182,4052,12697
8160,24704,18416,18848
14929,19609,5272,9168
14226,12848,14001,20233
10487,11805,22451,25864
3235,7227,1914,16038
12227,19201,29606,28172
27644,18558,29322,6192
7234,1595,19298,26119
29375,2663,15123,14230
12140,29284,5214,24895
4038,9679,25802,16412
16936,19999,6885,18480
21569,8787,6213,12583
12109,14010,11971,12552
8966,3027,20959,27275
24243,27381,6969,18738
8982,24222,3826,26787
20438,1509,302,4951
8276,16572,10373,12384
9987,25909,2683,17861
14112,28180,8892,6749
26089,14265,8466,10616
4616,1630,24583,21701
8093,1552,11213,5554
16291,26041,21485,7905
8489,530,26181,5744
991,954,14002,14841
23576,20251,13863,10073
5648,10687,13745,21630
27709,3048,13594,11079
27724,1777,17290,1216
9122,1660,28905,11268
99,26094,6839,8548
22087,18915,4186,13368
23035,6876,24624,23656
23974,660,26883,25391
29453,28193,13657,19682
25844,18684,15820,20962
2463,894,6383,6763
1702,15479,345,2622
12546,21345,24167,8387
29004,10874,17414,1832
12428,12030,18566,22960
16554,10706,4240,28435
11108,10912,26763,1265
2423,25667,10268,1987
6698,28162,3009,4856
19066,7086,29243,2899
6141,1021,20664,11328
5285,29970,5409,24047
25179,202,28123,5631
17558,18523,23291,17509
8336,4911,16580,4190
4401,14281,14552,22277
2599,2757,14775,25951
18437,22268,20890,4115
5322,6459,4020,22953
247,27848,5920,21587
6036,14430,5914,3212
21162,25875,5496,10652
14091,12349,21859,20058
2425,15981,16288,17728
15702,700,22533,20250
18868,18118,3679,19674
3241,28450,11830,22356
21147,18088,13644,3038
4537,17258,21299,4464
27409,29192,5302,9467
14339,13527,25085,3088
13302,2997,964,26584
24004,24478,5090,22728
6725,3985,7802,2553
8123,10458,29060,13861
24669,17211,4877,27106
5120,6688,21965,14978
10069,11965,28087,871
10870,14430,19104,18543
6885,2910,11844,24982
10215,25156,12185,25446
13043,24360,5359,291
12099,21878,22097,18538
11499,4889,9109,17206
6992,11318,12443,8507
18548,9273,14787,2776
19974,17491,3244,27757
19773,17308,15443,11993
3105,26698,723,2497
938,14017,15788,13128
26627,16853,13810,29463
29930,17564,21138,28073
19179,17195,6752,11175
20853,17206,4054,1345
18617,23007,8192,1849
9695,15996,12265,2532
27713,12932,28854,18583
13187,9955,4883,5296
24781,22021,27835,17607
5926,27594,22221,8175
12118,4382,28727,29833
20183,17962,17810,27767
422,26141,15910,11884
3733,24125,23364,8857
17425,23619,2389,13340
6447,10079,21613,10107
1248,16164,29072,4099
29083,5440,14028,23970
25112,9594,16344,4563
24810,28755,18262,17585
17640,20789,3480,27135
16998,20222,14187,23915
4928,553,21011,26162
21447,19304,18022,11114
16287,16577,10563,7164
25060,19360,29143,10384
24556,5952,12055,2135
5481,5720,24274,12555
12530,21130,9442,274
4416,28130,5299,13127
13015,7797,10255,2762
19095,7472,8561,11822
17818,17131,3008,18585
1560,29284,27156,8148
26094,28628,27110,20482
11979,19680,23318,6002
25730,11545,9693,22157
7937,15031,10446,17080
8745,8893,21051,1258
26217,23781,8247,539
29502,27541,9110,17133
28965,888,27624,18622
22631,3778,2870,19861
15370,10987,28343,14382
10570,10896,28165,17035
27174,21677,783,14880
15450,10574,27565,29349
18867,20215,3105,1559
12240,29492,8259,13317
1971,29976,4423,12315
18250,7713,9745,10803
27431,6969,17976,23858
25469,15353,3988,5764
21694,5184,9189,15052
21179,18273,8096,13756
12701,23090,15853,4193
11258,12757,24382,27069
9416,9496,11639,28034
23441,1206,7543,1595
5235,15101,29380,28020
27813,22355,25750,17102
29908,10838,27804,8392
233,4034,14670,22835
18278,13571,18260,18976
4528,5098,6635,21005
11414,24263,5069,8984
12324,14551,7695,14745
10956,8236,13303,4887
9314,11147,7016,6713
28798,5030,29528,27893
18836,2258,27342,2087
24985,21020,4703,13111
24927,16664,25550,21977
3040,24817,12854,10701
5072,15834,4625,9847
17326,5136,14720,5998
15155,15701,6228,14154
14206,29576,23461,25384
15362,18706,27217,29076
21772,24914,18181,22357
25029,529,27922,25450
28981,15006,24786,13964
9541,22734,7024,17919
11617,21054,24806,4384
18980,28054,584,9281
3925,2681,10448,12380
1710,9385,28549,6732
17859,1060,17118,6559
15811,1075,9116,8600
21585,5313,2635,14475
8144,3545,27376,1611
718,25050,13131,19835
23808,10081,9253,29413
22189,25289,22420,14395
9545,6198,9473,19284
27283,17971,14248,20640
2394,679,5702,21187
29685,21141,26865,22018
18281,13924,29291,24927
16088,18731,4280,29889
18471,9379,19589,20503
18743,26018,15922,15063
25648,2849,14334,5970
29389,7677,8490,26074
15833,24516,11650,5091
17009,15784,6913,24632
13205,23915,6388,25795
2017,10097,6244,11348
20500,780,29733,13249
6521,22930,23443,5434
9636,21438,28268,5683
15626,10617,18278,8433
6307,8267,2765,16855
17605,6100,2643,23883
11111,14225,5546,13848
20622,13643,4546,14424
23382,25459,4121,28448
5427,5937,17267,6692
21966,13616,3156,22579
23418,13161,10801,12131
23455,27358,18313,27567
25173,15183,9190,4930
22208,27651,25648,14366
23375,13780,20700,7368
14038,19170,26673,3653
5867,1418,1421,10904
8943,27267,21591,6095
11643,27963,18652,12877
12651,15224,7518,12592
12343,26148,2946,22852
10966,22792,27278,4905
14325,3757,13841,21165
24971,14054,12198,12733
1754,23643,24010,24787
13714,26282,2032,15543
20949,26137,13974,20077
11079,7182,14177,23852
28143,1886,28159,5211
20019,9746,27937,1942
12795,29288,26649,3106
10222,18230,22996,22418
16191,52,17710,3269
15231,28473,9601,5003
10402,13042,23506,28866
13537,14208,24769,22277
22390,14101,22956,18251
17460,22390,9234,3935
24935,24800,13026,20773
19897,13736,5852,26030
13134,25765,4764,7669
1607,23628,24778,295
10233,29047,1420,4348
7136,14759,23309,28411
22477,2426,15678,8833
10448,8897,18509,14755
25901,4271,20572,18899
1329,1659,10401,16749
27681,18734,20910,4284
22098,7511,6392,12760
12115,27731,19228,10274
28222,24326,14555,14447
22598,22658,12099,16055
23850,555,17779,17604
10036,3074,28413,6672
10645,12444,15385,28588
18434,5304,4001,21406
28436,21144,15527,28839
22981,13767,9958,19423
11794,9510,27953,19376
25178,26397,197,23232
4957,14914,13966,9162
19917,6092,14035,998
29301,28466,3890,8449
2618,15513,6927,21087
12629,9060,26866,24210
3871,27167,16372,6543
9012,19721,3169,15561
12919,26207,14712,7976
18636,29191,3980,9206
3220,9677,20191,17405
17292,3125,10549,23789
24430,19481,4296,17326
4100,19391,21993,16397
20975,17252,13618,27902
10904,18714,11658,14547
9499,22190,20628,3327
14008,4380,21142,6498
27370,8938,12847,13202
11020,18351,23073,16651
28034,15021,6968,18345
12848,8244,19178,27666
26993,20602,9975,6950
15389,14060,4558,29241
8808,20105,17422,25998
26548,8013,5484,377
3454,15239,7225,25624
8165,5089,10303,11893
12239,2459,13557,12440
10303,15426,19346,4271
16478,21320,11393,4019
21591,5168,28458,8315
27073,13367,5468,1296
7674,2045,222,25120
16275,23338,18649,9560
12492,20505,15124,17759
13963,3224,17233,22890
24704,7534,14514,27201
8619,4771,18611,5548
6841,22138,16584,25181
23490,27421,5709,16376
24376,2545,11226,16435
193,21829,22785,24910
12366,19413,21521,9898
1454,21394,25806,20062
16552,7206,20340,17879
6262,27202,2656,8608
19374,19900,15013,20402
10524,27889,12260,20397
1873,11227,27265,23208
21258,26176,6536,17247
20214,23540,1497,16596
4117,1618,13266,7713
27274,28809,22648,9509
2291,20516,3353,20734
20770,27656,1885,6707
7540,12321,21348,17560
26708,2980,13987,15602
10692,6095,23995,23934
3485,19878,228,27248
1906,15882,8899,4719
4385,5277,10373,9384
9837,11708,13997,20911
7365,18773,23959,12711
28928,8890,9126,13490
6975,7558,22936,1063
15062,25479,11497,11846
20806,21309,16271,15322
22602,15157,15610,9801
13314,25562,29879,9653
8373,27625,2239,3046
26255,28184,4820,15721
17647,13247,9147,25302
20672,14174,25946,4912
28189,18030,15727,2144
26778,11965,18281,3222
7756,9614,17128,16103
13681,3617,3511,5763
1399,18682,20905,10601
9575,7971,13492,28168
21206,672,769,8459
18221,28799,8744,2557
19569,2514,28041,29764
10475,1387,14875,20540
10627,6953,24679,6414
13146,18411,23677,10607
11627,16952,23365,15797
4168,5886,17349,6989
17720,4708,24172,24791
12188,12898,27456,5630
29394,23104,10444,20437
11107,22353,20318,6389
16739,13344,658,495
15951,25708,26224,13405
29207,21006,29762,25118
16030,25712,4242,3718
11845,19435,12435,7514
3195,5137,29019,21516
14638,23448,2011,4281
23076,29364,10664,24548
23492,4959,13341,1194
19157,23258,24071,29886
28154,27068,24574,5564
10387,27181,28933,15902
14714,14073,12159,13591
18827,8133,20099,4808
2236,8127,22696,15989
27386,24953,25781,14214
29128,10077,2601,19551
15840,7529,1899,7368
14267,27825,18798,4712
11802,24976,893,22151
307,12785,7991,17528
8640,27378,11367,17313
23800,6202,3959,9908
168,13550,13171,8099
16493,24905,5681,25135
24036,2217,11531,6122
14177,6244,16429,9323
16686,5,28991,5734
29253,6781,6747,1548
20758,11553,15225,10148
7607,16514,26000,5519
15411,17118,8482,18679
27428,28419,12330,17062
3749,18217,10356,12644
18373,2479,24160,2791
2566,29595,29464,14682
8221,9005,25181,13229
7911,28538,1422,25585
18184,1627,26662,12246
26686,12253,23393,18864
1187,6904,8889,2937
14515,4551,4568,12389
5508,10673,18399,26261
6397,5725,27001,11767
3797,26710,13852,15524
19542,14914,10611,26054
11304,4306,7589,20871
10634,21721,1178,16162
28658,4270,10377,11219
16924,13115,8428,4116
11046,5607,20653,8969
13414,11820,10211,24124
18655,1258,23997,1410
9385,25079,15052,13630
19417,6903,2552,15094
1294,26569,18622,20986
9371,11416,9876,6561
29421,10157,212,2875
8533,19121,22668,29732
22928,14008,25721,1034
1756,1705,3253,12025
24064,19153,177,13772
2948,9693,28795,24354
8898,17470,28067,13030
14595,19212,22625,19965
18110,23320,25864,28210
7157,29313,4103,9240
29479,13801,26018,4560
26464,10042,23242,20783
20027,10808,8456,1895
16284,3703,23113,6545
13395,18216,12619,23365
27327,28319,16456,10309
13977,29210,10607,13173
29652,29928,28559,22250
665,23270,25154,7735
27012,2649,12488,27879
19073,12019,7673,25663
10268,15329,18408,26583
1503,17076,2745,15348
7519,592,10637,3076
8578,9249,3661,10780
21829,1298,28405,1698
17420,26697,11045,27227
908,29705,28302,5501
13228,28493,9017,18942
5523,6006,13350,18483
25379,21956,1041,28577
6085,2367,23303,14917
21763,10900,19184,9766
820,1665,15868,29145
21084,2948,4629,18437
16009,12124,8191,18914
7460,16165,7193,12745
8926,17753,24714,10355
14383,27699,4676,4417
21726,13156,9198,6041
19552,26488,6750,16672
9104,21738,4836,18919
2808,28063,7771,27095
4652,26669,12368,8041
11688,17850,18063,10744
17309,269,26119,28667
14616,2240,6063,29791
8984,19203,11714,20389
6577,24845,29111,14835
898,2845,16923,12706
646,899,22410,13690
28529,17593,7571,6970
29907,26283,3462,27271
20313,2650,4452,8635
11937,29631,28973,15391
8531,7793,4012,1550
5618,1420,25506,23054
29500,3267,988,772
29483,25423,26790,19805
26182,26701,26618,19860
19169,26653,24466,25466
11187,26083,5292,7811
9831,17232,4325,11145
10213,28846,24685,22328
15401,4571,5637,2233
14347,24850,22780,26180
13980,14403,8201,18271
23138,10511,19789,992
7455,17717,23610,5734
26195,3212,1398,12563
23249,3577,3023,22506
10245,10398,25472,29667
26104,24865,13187,2739
27204,4618,17730,9441
17485,29451,2235,12381
13462,15569,11259,13595
5075,24354,19457,2497
9118,28028,999,23912
21063,7441,14336,20242
19769,12334,3559,21315
23458,15790,26165,26710
29246,11902,5334,25119
423,3390,25864,15545
11867,26581,8385,506
2461,8722,17876,9424
7877,9705,26206,14375
9631,6599,27602,7439
29437,9911,29999,19308
16558,29247,16494,16728
9571,24324,2060,23657
600,23805,18283,22341
5112,13741,23147,8705
28839,3542,22944,15202
19880,16353,21572,7784
10474,24444,1901,27120
7806,16589,21688,16241
351,2124,24134,14051
20464,24927,16866,1038
29818,17703,24990,8302
19124,20208,3938,26384
3249,15176,27801,2406
12783,15700,19169,11456
19836,28359,6881,1638
21890,28114,2892,24150
4887,10885,18485,9622
104,17845,13721,1843
12320,7624,21931,6719
27885,26080,13393,303
17205,6081,22810,15058
26597,14166,23106,11557
3920,9874,4440,18781
19393,26083,2652,29436
22010,3779,8538,18194
28526,3247,7365,16518
6490,7413,812,5815
23414,29271,2018,10965
23248,29841,28356,24438
12850,14842,9772,10101
23165,27584,2152,4072
6524,16361,17080,7023
27547,5591,25669,1652
19866,11830,29161,10869
11837,6855,16976,29882
26499,3698,343,2795
21246,265,23734,11479
3898,4076,5535,6495
13002,2300,14382,14252
28291,17318,29772,2704
18550,17069,5164,5506
14286,25023,29230,28846
11714,1813,18478,15451
4288,69,17724,14896
21460,4032,15919,18731
2773,6648,17332,22101
17911,1032,3579,8051
26668,3820,12503,28708
16205,25221,1994,28319
13162,20710,5306,11438
18930,3359,16640,7006
14104,15960,27561,17345
17365,1611,22171,16953
858,26368,17445,16114
5063,13379,7328,7184
23866,17901,21459,7618
19528,24617,13053,7822
8854,5274,26654,13482
5964,28244,7782,14663
22943,27,17257,21228
9471,12393,15626,1223
13026,17634,8453,21361
10734,3125,4511,7971
22587,2263,11144,8030
24043,5744,20656,10976
22144,21163,22583,13955
11416,15470,14914,6453
23524,21763,23782,23965
26580,27053,2957,5192
4889,10288,28514,8562
18043,19422,17278,3027
16990,3886,25709,24216
10892,11530,27417,14020
13524,24499,29804,11113
13989,11678,10304,19885
2173,15447,16394,24800
3458,5123,7371,7252
12936,14683,20580,12994
75,18622,1359,7160
14886,29538,14429,25814
8923,2841,16596,2151
7372,6360,1419,528
25411,3865,9606,23548
28461,4978,11275,27849
4924,27974,14203,24650
22661,26848,28862,5962
3879,21121,14746,28883
23789,2503,17706,20366
13530,21323,28511,21995
17917,317,26629,13182
5655,8246,12997,2453
16338,7863,27205,7177
29846,29405,22612,26697
14369,3715,27869,11324
8147,8374,17382,17603
16162,11625,20276,8327
14043,15028,9887,24472
24187,11522,29247,12363
12873,12651,4841,201
26424,4131,28236,27466
24877,26148,21629,1245
3472,6047,21420,16139
27330,1936,27169,13447
6435,9174,4135,18553
2185,7984,26223,15070
24493,3945,16005,13715
21087,10079,5276,26453
151,3743,24436,19329
9508,27885,21640,5351
26041,11012,1047,28365
8530,20851,18733,28140
20784,13525,21635,4839
26652,5493,2764,24807
27533,12311,11360,1147
13855,18022,27960,27322
15651,22010,18626,12329
4709,2572,26893,9159
18632,5897,10199,21045
15544,14295,22360,6418
7067,3140,9165,12704
28920,324,23735,7843
9095,11408,5781,4736
24459,4935,16515,16175
2227,11406,11780,12395
24227,13118,4419,16341
10286,596,3181,15299
19645,21945,19293,6026
28795,9408,21986,23472
3952,5106,14010,7046
14441,11325,29329,24056
18682,28579,20540,29490
2743,18118,767,27447
26328,14467,14610,17648
19366,23911,6712,22527
5832,29713,20498,14142
7949,3684,2093,19920
26177,4136,21863,8481
15223,18680,24745,17733
24010,6611,12599,14253
15828,28075,27739,29875
27278,22775,2708,21121
25576,20484,11798,29470
721,2566,8030,17691
9502,22343,24448,5830
9613,27529,23514,20224
12334,27542,3594,23805
7294,24368,20599,10859
17503,20066,21732,19653
19899,6575,12476,10678
22424,23717,3247,12941
23525,25067,25182,28170
27599,8277,1478,10765
13548,12631,21575,26061
11188,25400,630,16429
27522,1361,19249,14497
1108,21955,2295,11459
13316,18345,15353,8135
19737,21201,814,2643
11507,29314,2241,3765
15232,3601,8570,15260
17649,4310,7254,20992
10651,7289,4008,16143
29783,10492,250,19237
2690,27654,807,29492
15533,23024,22404,3117
17541,3840,15232,24524
18576,20767,8617,10188
29919,12516,26252,16000
10455,5550,11223,11135
9167,16764,18618,19672
11738,26597,16018,5531
14552,8436,5055,15639
23032,3909,4529,1898
5973,16300,22149,16788
6837,7585,2768,24776
7456,4693,6631,10177
23534,23585,17061,24242
321,26893,9270,19511
8543,5479,3591,18107
8738,5842,6351,17291
5770,24958,10561,4449
27836,24281,5678,10567
11653,21964,26273,15341
4921,27188,4229,10538
23943,7220,9214,8385
2594,11048,20,26333
12294,25236,28770,21996
20499,2695,7226,18268
20792,3539,19409,2538
1994,16773,1454,28638
5192,5282,17625,18348
13570,23079,18337,14120
3694,22480,18040,24514
19142,2466,8651,27105
21787,10769,27948,13392
27154,18883,9429,21157
6527,14070,901,16833
1338,3531,150,3213
6025,29568,25608,15178
23108,28293,16297,12298
24495,5145,15166,1734
17373,7679,5230,999
24628,18490,2304,25885
2822,15829,20645,16987
21434,1968,28074,6665
19324,10231,16408,12630
9004,6714,13050,285
28797,12266,22039,2843
7652,18426,23885,4648
4121,19912,21568,13171
3466,26537,26025,4789
16364,22639,12161,19179
4278,7064,22568,1553
17354,25820,1216,166
26360,11761,28978,26853
20016,16151,13454,15846
10107,8481,20173,3957
27356,4183,7003,174
25778,19333,23731,6125
20904,15374,14435,15219
25946,2059,1638,15706
6519,17780,3027,29096
5183,8169,26893,22137
13109,6969,22625,8337
22605,9494,24544,27544
11347,9788,20288,12198
27421,3747,26217,23039
594,4262,4419,6581
24285,10773,10548,15317
10187,28950,7811,21272
27965,29704,23092,7667
2406,27863,23696,8828
3757,21543,887,24780
5181,12069,29423,18749
18771,15168,9309,16456
27437,17204,395,3023
4289,16367,14410,23827
261,1415,1336,23141
9194,9776,9229,3639
9363,21344,6020,26171
14799,24725,21848,2061
14137,27510,22502,4370
14413,3970,29225,21827
21796,17818,15198,14102
2833,5454,12103,15891
9620,23714,24867,26934
14039,9900,27844,468
20142,14184,11463,15532
11030,17681,20179,23304
25185,7482,10466,102
405,28095,18419,13545
21226,13296,17575,7305
21792,9564,22878,16672
15854,16631,8837,15520
23992,29685,13910,231
27875,5462,15350,3238
24505,1099,11052,467
4882,7235,12018,26688
28713,16202,12050,24539
2351,2643,22520,14387
9810,7725,13337,2362
29543,9763,10543,5979
